"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"5138",26,"Felony","African-American","25 - 45","Male",0,9,0
"5139",22,"Felony","African-American","Less than 25","Male",0,4,0
"5140",29,"Felony","African-American","25 - 45","Male",0,3,0
"5144",21,"Felony","African-American","Less than 25","Male",0,7,0
"5149",33,"Misdemeanor","African-American","25 - 45","Female",3,4,1
"5150",24,"Felony","African-American","Less than 25","Male",3,7,0
"5152",30,"Felony","African-American","25 - 45","Female",11,7,1
"5154",47,"Felony","African-American","Greater than 45","Male",13,2,1
"5155",41,"Misdemeanor","African-American","25 - 45","Male",9,9,0
"5158",52,"Felony","African-American","Greater than 45","Male",2,9,1
"5159",34,"Misdemeanor","African-American","25 - 45","Female",1,1,0
"5162",24,"Felony","African-American","Less than 25","Male",1,2,1
"5163",25,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"5164",34,"Felony","African-American","25 - 45","Male",20,9,1
"5165",25,"Felony","African-American","25 - 45","Male",2,4,1
"5168",23,"Felony","African-American","Less than 25","Male",0,4,0
"5171",28,"Misdemeanor","African-American","25 - 45","Male",7,7,0
"5175",33,"Misdemeanor","African-American","25 - 45","Male",9,8,1
"5178",22,"Misdemeanor","African-American","Less than 25","Male",0,8,0
"5183",34,"Felony","African-American","25 - 45","Female",0,1,0
"5184",23,"Felony","African-American","Less than 25","Male",1,4,1
"5185",27,"Felony","African-American","25 - 45","Male",1,5,1
"5189",24,"Felony","African-American","Less than 25","Male",1,3,1
"5190",26,"Misdemeanor","African-American","25 - 45","Male",2,3,0
"5192",35,"Felony","African-American","25 - 45","Male",1,6,1
"5193",61,"Felony","African-American","Greater than 45","Male",25,7,0
"5196",33,"Felony","African-American","25 - 45","Male",3,2,0
"5199",28,"Felony","African-American","25 - 45","Male",0,2,0
"5203",26,"Felony","African-American","25 - 45","Male",3,7,1
"5204",35,"Felony","African-American","25 - 45","Male",1,8,0
"5206",29,"Felony","African-American","25 - 45","Female",0,5,0
"5209",25,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"5210",44,"Misdemeanor","African-American","25 - 45","Male",3,6,0
"5212",29,"Felony","African-American","25 - 45","Male",0,2,0
"5214",27,"Misdemeanor","African-American","25 - 45","Female",0,3,0
"5217",22,"Felony","African-American","Less than 25","Female",0,7,0
"5220",47,"Felony","African-American","Greater than 45","Male",3,2,0
"5221",24,"Felony","African-American","Less than 25","Male",8,7,1
"5222",39,"Felony","African-American","25 - 45","Male",4,9,0
"5223",29,"Felony","African-American","25 - 45","Male",10,6,1
"5225",26,"Felony","African-American","25 - 45","Female",4,9,1
"5226",61,"Misdemeanor","African-American","Greater than 45","Male",2,8,0
"5229",30,"Misdemeanor","African-American","25 - 45","Male",0,9,0
"5230",20,"Misdemeanor","African-American","Less than 25","Male",0,5,1
"5231",56,"Felony","African-American","Greater than 45","Male",22,9,1
"5234",30,"Felony","African-American","25 - 45","Male",10,6,1
"5235",59,"Misdemeanor","African-American","Greater than 45","Male",1,1,0
"5236",20,"Felony","African-American","Less than 25","Male",1,10,1
"5241",22,"Felony","African-American","Less than 25","Male",1,9,1
"5243",22,"Felony","African-American","Less than 25","Male",0,7,0
"5244",61,"Felony","African-American","Greater than 45","Male",8,2,1
"5245",26,"Felony","African-American","25 - 45","Male",5,4,0
"5247",34,"Misdemeanor","African-American","25 - 45","Female",0,1,1
"5249",29,"Misdemeanor","African-American","25 - 45","Male",8,9,0
"5250",48,"Felony","African-American","Greater than 45","Male",5,4,1
"5251",31,"Misdemeanor","African-American","25 - 45","Female",0,6,0
"5254",54,"Felony","African-American","Greater than 45","Male",21,6,0
"5258",36,"Misdemeanor","African-American","25 - 45","Male",6,4,0
"5259",34,"Felony","African-American","25 - 45","Male",9,7,1
"5260",50,"Misdemeanor","African-American","Greater than 45","Male",15,8,0
"5263",31,"Misdemeanor","African-American","25 - 45","Male",1,4,0
"5264",49,"Felony","African-American","Greater than 45","Male",10,3,1
"5265",21,"Felony","African-American","Less than 25","Male",2,9,0
"5266",26,"Felony","African-American","25 - 45","Female",5,7,1
"5273",32,"Felony","African-American","25 - 45","Male",4,4,1
"5280",23,"Misdemeanor","African-American","Less than 25","Male",3,2,1
"5283",33,"Felony","African-American","25 - 45","Male",18,10,1
"5284",32,"Misdemeanor","African-American","25 - 45","Male",1,6,1
"5285",38,"Felony","African-American","25 - 45","Female",7,10,1
"5286",40,"Felony","African-American","25 - 45","Male",20,7,0
"5287",36,"Misdemeanor","African-American","25 - 45","Female",1,1,0
"5288",34,"Felony","African-American","25 - 45","Male",16,9,1
"5291",26,"Felony","African-American","25 - 45","Male",1,5,0
"5292",45,"Felony","African-American","Greater than 45","Male",0,3,1
"5293",26,"Felony","African-American","25 - 45","Male",2,3,0
"5297",43,"Misdemeanor","African-American","25 - 45","Female",0,1,0
"5299",27,"Felony","African-American","25 - 45","Male",11,7,1
"5301",28,"Felony","African-American","25 - 45","Male",2,6,1
"5302",21,"Felony","African-American","Less than 25","Male",0,5,0
"5303",33,"Misdemeanor","African-American","25 - 45","Male",5,9,1
"5304",25,"Felony","African-American","25 - 45","Male",1,8,1
"5305",36,"Felony","African-American","25 - 45","Male",17,8,1
"5308",24,"Felony","African-American","Less than 25","Female",0,7,0
"5309",28,"Felony","African-American","25 - 45","Male",4,7,1
"5310",28,"Misdemeanor","African-American","25 - 45","Male",12,7,1
"5311",23,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"5317",55,"Felony","African-American","Greater than 45","Female",2,1,0
"5318",22,"Felony","African-American","Less than 25","Male",0,7,1
"5319",38,"Felony","African-American","25 - 45","Male",14,7,0
"5320",31,"Felony","African-American","25 - 45","Male",1,1,0
"5321",30,"Felony","African-American","25 - 45","Female",3,2,0
"5322",37,"Felony","African-American","25 - 45","Male",16,8,1
"5324",20,"Felony","African-American","Less than 25","Male",0,5,1
"5327",38,"Misdemeanor","African-American","25 - 45","Male",7,6,0
"5328",31,"Felony","African-American","25 - 45","Male",0,5,0
"5331",39,"Felony","African-American","25 - 45","Male",1,8,0
"5332",34,"Felony","African-American","25 - 45","Male",22,7,1
"5334",24,"Misdemeanor","African-American","Less than 25","Male",0,9,1
"5335",27,"Felony","African-American","25 - 45","Male",9,7,1
"5337",43,"Felony","African-American","25 - 45","Male",2,1,0
"5338",26,"Felony","African-American","25 - 45","Male",1,4,0
"5339",32,"Felony","African-American","25 - 45","Male",7,2,0
"5343",30,"Felony","African-American","25 - 45","Male",2,5,1
"5345",36,"Misdemeanor","African-American","25 - 45","Male",2,2,0
"5346",35,"Felony","African-American","25 - 45","Male",6,8,1
"5349",21,"Felony","African-American","Less than 25","Male",2,5,1
"5350",49,"Felony","African-American","Greater than 45","Male",29,6,1
"5351",37,"Misdemeanor","African-American","25 - 45","Female",23,8,1
"5353",29,"Felony","African-American","25 - 45","Male",3,2,1
"5354",25,"Felony","African-American","25 - 45","Male",1,5,1
"5355",20,"Felony","African-American","Less than 25","Male",2,8,1
"5356",55,"Felony","African-American","Greater than 45","Male",5,4,0
"5359",52,"Felony","African-American","Greater than 45","Male",16,8,1
"5364",25,"Misdemeanor","African-American","25 - 45","Female",2,4,0
"5369",28,"Felony","African-American","25 - 45","Female",0,3,0
"5370",35,"Felony","African-American","25 - 45","Male",10,6,1
"5372",22,"Felony","African-American","Less than 25","Male",0,3,1
"5373",39,"Felony","African-American","25 - 45","Male",9,5,0
"5376",26,"Misdemeanor","African-American","25 - 45","Male",5,7,0
"5377",23,"Felony","African-American","Less than 25","Female",0,3,0
"5378",52,"Felony","African-American","Greater than 45","Female",0,7,1
"5379",22,"Misdemeanor","African-American","Less than 25","Female",0,5,1
"5381",50,"Misdemeanor","African-American","Greater than 45","Male",2,6,0
"5382",20,"Felony","African-American","Less than 25","Male",2,5,1
"5388",34,"Felony","African-American","25 - 45","Female",5,2,1
"5389",18,"Felony","African-American","Less than 25","Male",4,5,1
"5395",27,"Felony","African-American","25 - 45","Male",4,4,1
"5399",39,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"5401",27,"Felony","African-American","25 - 45","Male",6,8,1
"5402",21,"Felony","African-American","Less than 25","Female",2,10,1
"5403",24,"Felony","African-American","Less than 25","Female",7,9,0
"5410",30,"Felony","African-American","25 - 45","Male",13,10,1
"5411",26,"Misdemeanor","African-American","25 - 45","Male",27,9,1
"5414",22,"Misdemeanor","African-American","Less than 25","Male",0,6,0
"5415",28,"Misdemeanor","African-American","25 - 45","Female",9,9,1
"5419",48,"Felony","African-American","Greater than 45","Male",3,2,1
"5421",31,"Felony","African-American","25 - 45","Male",6,2,1
"5422",27,"Misdemeanor","African-American","25 - 45","Male",6,10,0
"5423",25,"Misdemeanor","African-American","25 - 45","Male",0,4,0
"5425",29,"Misdemeanor","African-American","25 - 45","Female",1,4,0
"5427",21,"Felony","African-American","Less than 25","Male",0,8,0
"5429",28,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"5430",35,"Felony","African-American","25 - 45","Male",2,1,0
"5432",48,"Felony","African-American","Greater than 45","Male",4,8,0
"5434",37,"Felony","African-American","25 - 45","Male",2,9,0
"5435",33,"Felony","African-American","25 - 45","Male",0,1,0
"5436",23,"Felony","African-American","Less than 25","Male",5,7,1
"5437",22,"Misdemeanor","African-American","Less than 25","Male",0,7,1
"5438",24,"Felony","African-American","Less than 25","Male",0,4,0
"5439",44,"Misdemeanor","African-American","25 - 45","Male",2,7,0
"5440",26,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"5441",29,"Felony","African-American","25 - 45","Male",2,6,0
"5444",23,"Felony","African-American","Less than 25","Male",1,6,1
"5446",28,"Felony","African-American","25 - 45","Female",0,3,1
"5447",20,"Felony","African-American","Less than 25","Male",0,3,0
"5450",37,"Felony","African-American","25 - 45","Male",6,2,1
"5451",21,"Felony","African-American","Less than 25","Female",1,9,0
"5452",27,"Felony","African-American","25 - 45","Male",8,5,1
"5453",26,"Felony","African-American","25 - 45","Male",2,4,1
"5455",23,"Felony","African-American","Less than 25","Male",8,10,1
"5458",23,"Misdemeanor","African-American","Less than 25","Male",0,4,0
"5459",64,"Felony","African-American","Greater than 45","Female",0,1,0
"5461",39,"Felony","African-American","25 - 45","Female",0,5,1
"5463",22,"Misdemeanor","African-American","Less than 25","Female",1,4,0
"5464",20,"Felony","African-American","Less than 25","Male",2,6,1
"5465",21,"Felony","African-American","Less than 25","Male",0,4,1
"5467",30,"Misdemeanor","African-American","25 - 45","Male",3,7,0
"5468",51,"Felony","African-American","Greater than 45","Male",12,8,1
"5469",21,"Felony","African-American","Less than 25","Male",1,10,1
"5470",31,"Felony","African-American","25 - 45","Male",1,10,0
"5471",23,"Misdemeanor","African-American","Less than 25","Male",2,7,1
"5473",32,"Felony","African-American","25 - 45","Male",4,4,1
"5474",28,"Felony","African-American","25 - 45","Male",11,6,1
"5475",24,"Felony","African-American","Less than 25","Male",0,2,0
"5476",19,"Felony","African-American","Less than 25","Female",1,4,1
"5478",29,"Felony","African-American","25 - 45","Male",3,4,1
"5479",41,"Felony","African-American","25 - 45","Male",6,6,1
"5480",28,"Misdemeanor","African-American","25 - 45","Male",4,3,1
"5484",38,"Misdemeanor","African-American","25 - 45","Male",4,2,0
"5485",22,"Felony","African-American","Less than 25","Male",3,6,1
"5487",38,"Felony","African-American","25 - 45","Male",0,3,1
"5488",36,"Felony","African-American","25 - 45","Male",0,6,0
"5490",29,"Misdemeanor","African-American","25 - 45","Male",11,10,0
"5491",39,"Misdemeanor","African-American","25 - 45","Male",2,2,0
"5493",26,"Felony","African-American","25 - 45","Male",7,10,1
"5494",21,"Felony","African-American","Less than 25","Female",0,5,1
"5495",63,"Misdemeanor","African-American","Greater than 45","Male",2,1,0
"5496",27,"Felony","African-American","25 - 45","Male",2,2,1
"5501",34,"Felony","African-American","25 - 45","Male",0,1,0
"5503",25,"Felony","African-American","25 - 45","Male",2,7,1
"5506",32,"Felony","African-American","25 - 45","Male",8,9,0
"5507",25,"Felony","African-American","25 - 45","Female",5,9,1
"5508",33,"Felony","African-American","25 - 45","Female",2,3,1
"5509",26,"Felony","African-American","25 - 45","Male",2,5,1
"5510",29,"Misdemeanor","African-American","25 - 45","Male",2,4,0
"5512",53,"Felony","African-American","Greater than 45","Male",20,5,0
"5519",29,"Misdemeanor","African-American","25 - 45","Male",2,5,0
"5520",53,"Felony","African-American","Greater than 45","Female",3,2,0
"5521",49,"Felony","African-American","Greater than 45","Male",0,1,0
"5524",26,"Felony","African-American","25 - 45","Male",10,8,1
"5525",46,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"5527",48,"Felony","African-American","Greater than 45","Female",0,6,1
"5528",77,"Misdemeanor","African-American","Greater than 45","Male",1,1,1
"5529",21,"Felony","African-American","Less than 25","Male",2,10,1
"5530",54,"Felony","African-American","Greater than 45","Male",4,3,1
"5532",26,"Felony","African-American","25 - 45","Male",15,9,0
"5533",23,"Felony","African-American","Less than 25","Male",8,9,1
"5536",29,"Misdemeanor","African-American","25 - 45","Male",1,1,1
"5537",30,"Misdemeanor","African-American","25 - 45","Male",9,4,1
"5538",41,"Felony","African-American","25 - 45","Male",6,3,0
"5539",32,"Misdemeanor","African-American","25 - 45","Male",1,10,0
"5540",48,"Misdemeanor","African-American","Greater than 45","Male",12,6,0
"5541",52,"Misdemeanor","African-American","Greater than 45","Male",0,6,1
"5542",31,"Felony","African-American","25 - 45","Male",3,1,1
"5545",29,"Felony","African-American","25 - 45","Male",7,4,1
"5546",22,"Felony","African-American","Less than 25","Female",0,7,0
"5547",39,"Felony","African-American","25 - 45","Male",8,4,0
"5548",35,"Felony","African-American","25 - 45","Male",9,6,0
"5549",26,"Misdemeanor","African-American","25 - 45","Male",1,1,0
"5550",27,"Felony","African-American","25 - 45","Male",1,2,0
"5551",27,"Felony","African-American","25 - 45","Male",5,10,1
"5553",32,"Misdemeanor","African-American","25 - 45","Female",0,1,1
"5554",25,"Felony","African-American","25 - 45","Male",5,9,1
"5556",52,"Felony","African-American","Greater than 45","Male",7,9,1
"5557",21,"Felony","African-American","Less than 25","Male",2,10,1
"5558",28,"Felony","African-American","25 - 45","Male",11,9,1
"5561",31,"Misdemeanor","African-American","25 - 45","Male",1,1,0
"5563",32,"Misdemeanor","African-American","25 - 45","Male",0,4,0
"5565",27,"Misdemeanor","African-American","25 - 45","Male",1,5,0
"5566",26,"Felony","African-American","25 - 45","Female",4,3,0
"5567",27,"Felony","African-American","25 - 45","Male",4,5,1
"5569",58,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"5570",27,"Felony","African-American","25 - 45","Male",14,10,1
"5571",28,"Felony","African-American","25 - 45","Male",5,5,1
"5572",24,"Felony","African-American","Less than 25","Male",15,10,1
"5574",30,"Felony","African-American","25 - 45","Female",15,9,1
"5578",34,"Felony","African-American","25 - 45","Male",10,7,0
"5581",23,"Felony","African-American","Less than 25","Male",1,3,1
"5582",39,"Felony","African-American","25 - 45","Male",0,1,0
"5583",50,"Felony","African-American","Greater than 45","Male",4,1,1
"5584",22,"Misdemeanor","African-American","Less than 25","Female",0,6,0
"5585",25,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"5586",21,"Felony","African-American","Less than 25","Female",2,9,0
"5588",54,"Misdemeanor","African-American","Greater than 45","Male",12,5,1
"5589",27,"Felony","African-American","25 - 45","Female",2,6,1
